order_num,order_date,attribution,subtotal,total_ol_discount,discounts,shipping,tax,total
215425,2025-11-30,Direct,117.27,0,0,0,11.73,129
215424,2025-11-30,"Campaign (UTM)",33.65,0,0,7.23,4.08,44.96
215423,2025-11-30,Adwords,33,0,0,7.23,4.03,44.26
215422,2025-11-30,"Campaign (UTM)",163.63,0,0,0,16.36,179.99
215421,2025-11-30,Adwords,33.65,0,0,7.23,4.08,44.96
215420,2025-11-30,"Campaign (UTM)",47.79,0,0,10.26,0,58.05
215419,2025-11-30,Direct,73.63,0,0,7.23,8.07,88.93
215418,2025-11-30,Search,42.09,0,0,10.26,0,52.35
215417,2025-11-30,"Campaign (UTM)",163.63,0,0,0,16.36,179.99
215416,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215415,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215414,2025-11-30,Direct,63.49,0,0,7.23,7.08,77.8
215413,2025-11-30,"Campaign (UTM)",22.78,0,0,8.65,0,31.44
215412,2025-11-30,"Campaign (UTM)",42.09,0,0,10.26,0,52.35
215411,2025-11-30,Direct,113.67,0,0,0,11.35,125.02
215410,2025-11-30,"Campaign (UTM)",92.7,0,0,0,9.25,101.95
215409,2025-11-30,Adwords,21.53,0,10.28,8.65,0,19.91
215408,2025-11-30,Adwords,134.7,0,0,0,13.47,148.17
215407,2025-11-30,Search,27.88,0,0,7.23,3.52,38.63
215406,2025-11-30,Adwords,102.8,0,0,0,0,102.8
215405,2025-11-30,Referrer,78.11,0,0,7.23,8.52,93.86
215404,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215403,2025-11-30,Adwords,53.51,0,0,0,5.34,58.85
215402,2025-11-30,Direct,38.12,0,0,7.23,4.53,49.88
215401,2025-11-30,"Campaign (UTM)",58.32,0,0,7.23,6.56,72.11
215400,2025-11-30,"Campaign (UTM)",92.05,0,0,0,9.18,101.23
215399,2025-11-30,"Campaign (UTM)",95.45,0,0,0,9.55,105
215398,2025-11-30,Referrer,20.03,0,0,8.65,0,28.69
215397,2025-11-30,Direct,90.9,0,0,0,9.09,99.99
215396,2025-11-30,Direct,137.06,0,0,0,13.7,150.76
215395,2025-11-30,Adwords,78.18,0,0,7.23,8.54,93.95
215394,2025-11-30,Direct,62.71,0,0,7.95,0,70.66
215393,2025-11-30,Adwords,19.06,0,0,7.23,2.63,28.92
215392,2025-11-30,Referrer,25.4,0,0,7.23,3.26,35.89
215391,2025-11-30,Referrer,14.57,0,5,7.23,1.73,18.99
215390,2025-11-30,"Campaign (UTM)",41.82,0,0,7.23,4.92,53.97
215389,2025-11-30,"Campaign (UTM)",76.84,0,0,0,0,76.84
215388,2025-11-30,Direct,112.17,0,0,0,16.83,129
215387,2025-11-30,Adwords,22.73,0,0,7.95,0,30.69
215386,2025-11-30,"Campaign (UTM)",76.24,0,0,7.23,8.34,91.81
215385,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215384,2025-11-30,Adwords,92.74,0,0,0,9.28,102.02
215383,2025-11-30,"Campaign (UTM)",175.74,0,0,0,0,175.74
215382,2025-11-30,"Campaign (UTM)",97.62,0,0,0,0,97.62
215381,2025-11-30,Adwords,100.24,0,0,0,10.03,110.27
215380,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215379,2025-11-30,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215377,2025-11-30,Search,114.38,0,0,0,11.44,125.82
215376,2025-11-30,"Campaign (UTM)",14.33,14.33,0,0,0,0
215375,2025-11-30,Adwords,38.12,0,0,7.23,4.54,49.89
215373,2025-11-30,Direct,163.63,0,0,0,16.36,179.99
215372,2025-11-30,"Campaign (UTM)",90.9,0,0,7.95,0,98.86
215371,2025-11-30,"Campaign (UTM)",97.62,0,0,0,0,97.62
215370,2025-11-30,"Campaign (UTM)",130.86,0,0,0,13.07,143.93
215369,2025-11-30,Search,67.02,0,0,10.26,0,77.28
215368,2025-11-30,Referrer,102.8,0,0,0,0,102.8
215366,2025-11-30,Direct,52.06,0,0,7.23,5.94,65.23
215365,2025-11-30,"Campaign (UTM)",45.47,0,0,7.95,0,53.43
215364,2025-11-30,"Campaign (UTM)",175.74,0,0,0,0,175.74
215363,2025-11-30,"Campaign (UTM)",68.33,0,0,0,0,68.33
215362,2025-11-30,Referrer,42.09,0,0,10.26,0,52.35
215361,2025-11-30,"Campaign (UTM)",14.33,14.33,0,0,0,0
215360,2025-11-30,Direct,102.8,0,0,0,0,102.8
215359,2025-11-30,Direct,21.03,0,0,7.35,2.31,30.69
215358,2025-11-30,"Campaign (UTM)",22.73,0,0,7.95,0,30.69
215357,2025-11-30,"Campaign (UTM)",11.31,11.31,0,0,0,0
215356,2025-11-30,Adwords,185.05,0,10.28,0,0,174.77
215355,2025-11-30,"Campaign (UTM)",130.35,0,0,7.95,0,138.3
215354,2025-11-30,"Campaign (UTM)",38.12,0,0,7.23,4.53,49.88
215353,2025-11-30,Adwords,76.24,0,0,7.23,8.34,91.81
215352,2025-11-30,Direct,91.38,0,0,0,9.15,100.53
215351,2025-11-29,Direct,103.68,0,10.28,0,0,93.4
215350,2025-11-29,"Campaign (UTM)",54.62,0,0,7.23,6.17,68.02
215349,2025-11-29,"Campaign (UTM)",26.03,0,0,7.23,3.33,36.59
215347,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215346,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215345,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215344,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215343,2025-11-29,Adwords,32.95,0,0,7.23,4.02,44.2
215341,2025-11-29,"Campaign (UTM)",38.12,0,0,7.23,4.53,49.88
215340,2025-11-29,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215339,2025-11-29,Direct,33.65,0,0,7.23,4.08,44.96
215338,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215337,2025-11-29,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215336,2025-11-29,Search,90.9,0,0,0,9.09,99.99
215334,2025-11-29,"Campaign (UTM)",42.09,0,0,10.26,0,52.35
215333,2025-11-29,Adwords,21.53,0,0,8.65,0,30.19
215332,2025-11-29,Direct,76.35,0,0,0,7.61,83.96
215331,2025-11-29,Adwords,38.12,0,0,7.23,4.53,49.88
215330,2025-11-29,Referrer,38.12,0,0,7.23,4.53,49.88
215326,2025-11-29,Subdomain,38.12,0,0,7.23,4.54,49.89
215325,2025-11-29,Referrer,38.12,0,0,7.23,4.53,49.88
215324,2025-11-29,Referrer,22.84,0,0,7.23,2.99,33.06
215323,2025-11-29,Direct,90.9,0,0,0,9.09,99.99
215322,2025-11-29,"Campaign (UTM)",113.64,0,0,0,0,113.64
215321,2025-11-29,"Campaign (UTM)",246.88,0,0,0,19.77,266.66
215320,2025-11-29,Direct,62.17,0,5,7.23,6.46,71.31
215319,2025-11-29,Search,22.73,0,0,7.95,0,30.69
215318,2025-11-29,Referrer,22.73,0,0,7.95,0,30.69
215317,2025-11-29,Direct,56.48,0,5,7.23,5.91,65.07
215316,2025-11-29,"Campaign (UTM)",151.72,0,0,0,15.17,166.89
215315,2025-11-29,Direct,50.15,0,0,7.23,5.72,63.1
215314,2025-11-29,Direct,38.12,0,0,7.23,4.53,49.88
215313,2025-11-29,"Campaign (UTM)",86.95,0,0,0,13.04,99.99
215312,2025-11-29,"Campaign (UTM)",42.53,0,0,7.23,4.97,54.73
215311,2025-11-29,Search,55.45,0,0,7.23,6.27,68.95
215310,2025-11-29,Direct,114.35,0,0,0,11.44,125.79
215309,2025-11-29,Direct,90.9,0,0,0,9.09,99.99
215308,2025-11-29,Direct,117.27,0,0,0,11.73,129
215307,2025-11-29,Social,94.68,0,0,0,9.46,104.14
215306,2025-11-29,Direct,38.12,0,0,7.23,4.54,49.89
215305,2025-11-29,"Campaign (UTM)",117.27,0,0,0,11.73,129
215304,2025-11-29,"Campaign (UTM)",101.91,14.33,0,0,0,87.58
215303,2025-11-29,Adwords,22.73,0,0,7.95,0,30.69
215302,2025-11-29,Direct,109.77,0,0,0,0,109.77
215301,2025-11-29,"Campaign (UTM)",109.96,0,0,0,11,120.96
215300,2025-11-29,"Campaign (UTM)",22.73,0,0,7.95,0,30.69
215299,2025-11-29,Direct,117.27,0,0,0,11.73,129
215298,2025-11-29,"Campaign (UTM)",272.71,0,0,0,0,272.71
215297,2025-11-29,"Campaign (UTM)",14.33,14.33,0,0,0,0
215296,2025-11-29,Adwords,102.8,0,0,0,0,102.8
215295,2025-11-29,Referrer,122.59,0,0,0,12.26,134.85
215294,2025-11-29,"Campaign (UTM)",185.05,0,0,0,0,185.05
215293,2025-11-29,"Campaign (UTM)",24.3,0,0,13.04,5.6,42.94
215292,2025-11-29,"Campaign (UTM)",30.45,0,5,7.23,3.3,36.43
215291,2025-11-29,"Campaign (UTM)",109.96,0,0,0,11,120.96
215290,2025-11-29,Direct,43.06,0,0,10.26,0,53.32
215289,2025-11-29,Direct,127.04,0,0,0,12.69,139.73
215288,2025-11-29,Direct,90.9,0,0,0,9.09,99.99
215287,2025-11-29,"Campaign (UTM)",92.74,0,0,0,9.27,102.01
215286,2025-11-29,Adwords,114.19,0,0,0,0,114.19
215285,2025-11-29,Direct,81.35,0,0,0,0,81.35
215284,2025-11-29,"Campaign (UTM)",43.89,0,0,7.95,0,51.85
215283,2025-11-29,Adwords,80.68,0,0,7.3,7.73,95.72
215282,2025-11-29,Referrer,79.92,0,0,7.95,0,87.87
215281,2025-11-29,Direct,143.84,0,7.2,0,0,136.64
215280,2025-11-29,"Campaign (UTM)",11.31,0,0,0,0,11.31
215279,2025-11-29,Direct,45.45,0,0,0,0,45.45
215278,2025-11-29,Adwords,90.9,0,0,0,9.09,99.99
215277,2025-11-29,Direct,486.57,0,0,0,0,486.57
215276,2025-11-29,Direct,90.9,0,0,0,0,90.9
215275,2025-11-29,Direct,97.62,0,0,0,0,97.62
215274,2025-11-29,"Campaign (UTM)",11.31,11.31,0,0,0,0
215273,2025-11-29,"Campaign (UTM)",97.62,0,0,0,0,97.62
215272,2025-11-29,Direct,27.23,0,10.28,8.65,0,25.6
215271,2025-11-29,Direct,143.84,0,10.28,0,0,133.56
215270,2025-11-29,"Campaign (UTM)",177.12,0,0,0,17.72,194.84
215269,2025-11-29,"Campaign (UTM)",97.62,0,0,0,0,97.62
215268,2025-11-29,"Campaign (UTM)",97.62,0,0,0,0,97.62
215267,2025-11-29,Adwords,84.49,0,0,7.23,9.16,100.88
215266,2025-11-29,"Campaign (UTM)",54.37,0,0,10.26,0,64.63
215265,2025-11-28,"Campaign (UTM)",102.8,0,0,0,0,102.8
215264,2025-11-28,Direct,117.27,0,0,0,11.73,129
215263,2025-11-28,"Campaign (UTM)",255.33,0,0,0,0,255.33
215262,2025-11-28,Direct,53.34,0,0,7.23,6.05,66.62
215261,2025-11-28,Direct,117.27,0,0,0,11.73,129
215260,2025-11-28,Direct,60.82,0,0,7.23,6.8,74.85
215259,2025-11-28,Adwords,163.63,0,5,0,15.91,174.99
215258,2025-11-28,Search,38.12,0,2.1,7.23,4.34,47.78
215256,2025-11-28,"Campaign (UTM)",13.3,0,5,7.23,1.6,17.59
215254,2025-11-28,"Campaign (UTM)",47.79,0,0,10.26,0,58.05
215253,2025-11-28,"Campaign (UTM)",102.8,0,0,0,0,102.8
215252,2025-11-28,Direct,28.48,0,0,8.65,0,37.14
215251,2025-11-28,Direct,117.27,0,0,0,11.73,129
215250,2025-11-28,"Campaign (UTM)",117.27,0,0,0,11.73,129
215249,2025-11-28,"Campaign (UTM)",248.69,0,0,0,24.87,273.56
215248,2025-11-28,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215247,2025-11-28,Adwords,46.94,0,0,7.23,5.43,59.6
215246,2025-11-28,Direct,25.36,0,0,7.23,3.24,35.83
215245,2025-11-28,Adwords,139.17,0,0,0,13.93,153.1
215244,2025-11-28,Adwords,78.11,0,0,7.23,8.53,93.87
215243,2025-11-28,Adwords,117.27,0,0,0,11.73,129
215242,2025-11-28,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215241,2025-11-28,"Campaign (UTM)",97.62,0,0,0,0,97.62
215240,2025-11-28,"Campaign (UTM)",38.12,0,0,7.23,4.53,49.88
215239,2025-11-28,"Campaign (UTM)",86.95,0,0,0,13.04,99.99
215238,2025-11-28,Direct,14.33,14.33,0,0,0,0
215237,2025-11-28,Adwords,90.9,0,5,0,8.64,94.99
215236,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215235,2025-11-28,"Campaign (UTM)",38.12,0,0,7.23,4.53,49.88
215234,2025-11-28,Referrer,21.56,0,0,7.23,2.87,31.66
215233,2025-11-28,Direct,90.83,0,5,7.23,9.34,102.85
215232,2025-11-28,"Campaign (UTM)",214.39,0,0,0,12.87,227.26
215231,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215230,2025-11-28,Direct,117.27,0,0,0,11.73,129
215229,2025-11-28,Adwords,90.9,0,5,0,8.64,94.99
215227,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215226,2025-11-28,Direct,76.2,0,0,7.23,8.34,91.77
215225,2025-11-28,"Campaign (UTM)",109.83,0,5,0,10.53,115.81
215223,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215222,2025-11-28,"Campaign (UTM)",45.47,0,0,7.95,0,53.43
215221,2025-11-28,Referrer,153.56,153.56,0,0,0,0
215220,2025-11-28,Adwords,27.31,0,0,7.23,3.45,37.99
215219,2025-11-28,"Campaign (UTM)",136.39,0,0,0,0,136.39
215218,2025-11-28,"Campaign (UTM)",114.36,0,0,0,11.43,125.79
215217,2025-11-28,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215216,2025-11-28,Search,25.4,0,0,7.23,3.26,35.89
215215,2025-11-28,Referrer,90.9,0,0,0,9.09,99.99
215214,2025-11-28,Direct,52.71,0,5,7.23,5.53,60.92
215213,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215212,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215211,2025-11-28,Direct,19.06,0,0,7.23,2.63,28.92
215210,2025-11-28,"Campaign (UTM)",56.52,0,0,7.23,6.37,70.12
215209,2025-11-28,Direct,45.45,0,0,7.95,0,53.41
215206,2025-11-28,Direct,44.46,0,0,7.23,5.16,56.85
215205,2025-11-28,Direct,175.74,0,0,0,0,175.74
215204,2025-11-28,Referrer,163.63,0,5,0,15.91,174.99
215203,2025-11-28,Referrer,97.62,0,0,0,0,97.62
215202,2025-11-28,"Campaign (UTM)",56.57,0,0,7.95,0,64.52
215200,2025-11-28,Adwords,90.9,0,0,0,9.09,99.99
215199,2025-11-28,"Campaign (UTM)",97.62,0,0,0,0,97.62
215198,2025-11-28,"Campaign (UTM)",14.33,14.33,0,0,0,0
215197,2025-11-28,"Campaign (UTM)",21.53,0,0,8.65,0,30.18
215196,2025-11-28,Direct,66.62,0,0,7.95,0,74.58
215195,2025-11-28,"Campaign (UTM)",38.12,0,0,7.23,4.54,49.89
215194,2025-11-28,"Campaign (UTM)",97.62,0,0,0,0,97.62
215193,2025-11-28,Adwords,102.8,0,0,0,0,102.8
215192,2025-11-28,Direct,154.42,0,0,0,15.44,169.86
215191,2025-11-28,"Campaign (UTM)",136.35,0,0,0,0,136.35
215190,2025-11-28,Direct,106.93,0,0,0,0,106.93
215189,2025-11-28,Direct,20.03,0,0,8.65,0,28.69
215188,2025-11-27,"Campaign (UTM)",28.48,0,0,8.65,0,37.14
215186,2025-11-27,"Campaign (UTM)",14.33,14.33,0,0,0,0
215185,2025-11-27,Direct,164.47,0,0,0,16.42,180.89
215184,2025-11-27,Referrer,117.27,0,0,0,11.73,129
215183,2025-11-27,Adwords,38.12,0,0,7.23,4.54,49.89
215181,2025-11-27,Direct,205.59,0,0,0,0,205.59
215180,2025-11-27,Search,120.11,0,0,0,12.02,132.13
215179,2025-11-27,"Campaign (UTM)",14.33,14.33,0,0,0,0
215178,2025-11-27,Search,43.81,0,0,7.23,5.09,56.13
215177,2025-11-27,Adwords,90.9,0,0,0,9.09,99.99
215176,2025-11-27,Adwords,21.53,0,0,8.65,0,30.19
215175,2025-11-27,Direct,101.44,0,0,0,10.14,111.58
215174,2025-11-27,Referrer,122.59,0,0,0,12.26,134.85
215173,2025-11-27,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215172,2025-11-27,"Campaign (UTM)",56.64,0,0,0,5.63,62.27
215171,2025-11-27,Direct,90.9,0,0,0,9.09,99.99
215170,2025-11-27,"Campaign (UTM)",100.95,0,0,0,10.07,111.02
215169,2025-11-27,Search,90.9,0,0,0,9.09,99.99
215168,2025-11-27,Adwords,42.09,0,0,10.26,0,52.35
215167,2025-11-27,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215166,2025-11-27,"Campaign (UTM)",52.71,0,0,7.23,5.98,65.92
215163,2025-11-27,Search,52.71,0,0,7.23,5.99,65.93
215162,2025-11-27,Adwords,90.9,0,0,0,9.09,99.99
215161,2025-11-27,Adwords,107.88,0,0,0,0,107.88
215160,2025-11-27,Adwords,52.71,0,0,7.23,5.99,65.93
215157,2025-11-27,Direct,90.9,0,0,0,9.09,99.99
215155,2025-11-27,Direct,45.45,0,0,0,0,45.45
215154,2025-11-27,Direct,324.65,0,0,0,0,324.65
215153,2025-11-27,Direct,324.65,0,0,0,0,324.65
215152,2025-11-27,Direct,486.57,0,0,0,0,486.57
215151,2025-11-27,Direct,90.9,0,0,0,9.09,99.99
215150,2025-11-27,Direct,45.45,0,0,0,0,45.45
215149,2025-11-27,Direct,273.25,0,0,0,0,273.25
215148,2025-11-27,Referrer,109.23,0,5,0,10.46,115.14
215147,2025-11-27,Adwords,128.4,0,0,0,12.85,141.25
215146,2025-11-27,Direct,45.45,0,0,7.95,0,53.41
215145,2025-11-27,"Campaign (UTM)",13.31,0,0,7.23,2.05,22.59
215144,2025-11-27,Direct,45.45,0,0,0,0,45.45
215143,2025-11-27,Direct,486.57,0,0,0,0,486.57
215142,2025-11-27,Direct,38.12,0,0,7.23,4.54,49.89
215141,2025-11-27,"Campaign (UTM)",32.95,0,0,7.23,4.02,44.2
215140,2025-11-27,"Campaign (UTM)",43.77,0,0,7.23,5.07,56.07
215139,2025-11-27,"Campaign (UTM)",167.14,0,0,0,16.72,183.86
215138,2025-11-27,Search,76.24,0,0,7.23,8.34,91.81
215137,2025-11-27,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215136,2025-11-27,"Campaign (UTM)",45.45,0,0,7.95,0,53.41
215135,2025-11-27,Adwords,90.9,0,5,0,8.64,94.99
215134,2025-11-27,"Campaign (UTM)",35.94,0,0,0,5.39,41.33
215133,2025-11-27,Adwords,60.2,0,0,7.4,5.09,72.69
215132,2025-11-27,"Campaign (UTM)",90.9,0,0,0,9.09,99.99
215130,2025-11-27,Search,90.9,0,5,0,8.64,94.99
215129,2025-11-27,Adwords,60.96,0,0,7.23,6.8,74.99
215128,2025-11-27,Direct,33,0,0,7.23,4,44.23
215127,2025-11-27,"Campaign (UTM)",43.06,0,0,10.26,0,53.32
215126,2025-11-27,"Campaign (UTM)",97.62,0,0,0,0,97.62
215125,2025-11-27,"Campaign (UTM)",11.31,11.31,0,0,0,0
215124,2025-11-27,Adwords,90.9,0,5,0,8.64,94.99
215123,2025-11-27,Adwords,90.9,0,0,0,9.09,99.99
215122,2025-11-27,Adwords,114.36,0,0,0,11.43,125.79
215121,2025-11-27,"Campaign (UTM)",175.74,0,0,0,0,175.74
215120,2025-11-27,"Campaign (UTM)",11.31,11.31,0,0,0,0
215119,2025-11-27,Search,59.04,0,0,7.23,6.62,72.89
215118,2025-11-27,Adwords,43.06,0,0,8.65,0,51.72
215117,2025-11-27,"Campaign (UTM)",42.09,0,10.28,10.26,0,42.07
215116,2025-11-27,Adwords,90.9,0,0,0,9.09,99.99
215115,2025-11-27,Search,19.67,0,0,7.23,2.69,29.59
215114,2025-11-27,"Campaign (UTM)",14.33,14.33,0,0,0,0
215113,2025-11-27,Direct,97.62,0,0,0,0,97.62
215111,2025-11-27,Adwords,21.53,0,0,8.65,0,30.19
215110,2025-11-27,"Campaign (UTM)",81.35,0,0,0,0,81.35
215109,2025-11-27,"Campaign (UTM)",97.62,0,0,0,0,97.62
215108,2025-11-27,Direct,45.45,0,8.14,7.95,0,45.27
215106,2025-11-27,"Campaign (UTM)",97.62,0,0,0,0,97.62
215105,2025-11-27,Direct,45.45,0,8.14,7.95,0,45.27
215103,2025-11-27,"Campaign (UTM)",11.31,11.31,0,0,0,0
215102,2025-11-27,Adwords,22.73,0,0,7.95,0,30.69
215101,2025-11-27,Direct,43.06,0,0,8.65,0,51.72
215100,2025-11-27,Direct,43.06,0,0,8.65,0,51.72
215099,2025-11-27,Direct,97.62,0,0,0,0,97.62
215098,2025-11-27,Adwords,92.04,0,0,0,9.18,101.22
215097,2025-11-27,Direct,105.42,0,0,0,10.52,115.94
215096,2025-11-27,Search,97.62,0,0,0,0,97.62
215095,2025-11-27,"Campaign (UTM)",97.62,0,0,0,0,97.62
215094,2025-11-27,Referrer,117.27,0,0,0,11.73,129
215093,2025-11-27,Direct,97.62,0,0,0,0,97.62
215092,2025-11-27,Referrer,44.46,0,0,7.23,5.16,56.85
215088,2025-11-27,Adwords,90.9,0,0,0,9.09,99.99
215087,2025-11-26,"Campaign (UTM)",52.71,0,0,7.23,5.98,65.92
215086,2025-11-26,Adwords,101.05,0,0,0,10.11,111.16
215085,2025-11-26,Adwords,46.37,0,0,7.23,5.35,58.95
215084,2025-11-26,Social,38.12,0,0,7.23,4.53,49.88
215083,2025-11-26,"Campaign (UTM)",42.09,0,10.28,10.26,0,42.07
215082,2025-11-26,"Campaign (UTM)",21.53,0,0,6.15,0,27.68
215081,2025-11-26,Search,38.12,0,0,7.23,4.53,49.88
215080,2025-11-26,Direct,102.8,0,0,0,0,102.8
215079,2025-11-26,Adwords,104.69,0,0,0,10.45,115.14
215078,2025-11-26,Search,38.13,0,5,7.23,4.08,44.89
215077,2025-11-26,Adwords,102.8,0,10.28,0,0,92.51
215076,2025-11-26,Adwords,90.9,0,5,0,8.64,94.99
215075,2025-11-26,"Campaign (UTM)",43.06,0,0,8.65,0,51.72
215074,2025-11-26,Search,25.4,0,0,7.23,3.26,35.89
215073,2025-11-26,Referrer,38.12,0,0,7.23,4.53,49.88
215072,2025-11-26,Adwords,88.9,0,0,7.23,9.61,105.74
215071,2025-11-26,Adwords,90.9,0,5,0,8.64,94.99
215070,2025-11-26,Direct,90.9,0,0,0,9.09,99.99
215069,2025-11-26,Referrer,67.37,0,0,7.23,7.46,82.06
215068,2025-11-26,"Campaign (UTM)",42.09,0,0,10.26,0,52.35
215067,2025-11-26,Adwords,19.06,0,0,7.23,2.63,28.92
215066,2025-11-26,Referrer,62.21,0,0,7.23,6.93,76.37
215065,2025-11-26,Direct,62.55,0,0,0,6.25,68.8
215064,2025-11-26,Direct,45.45,0,0,0,0,45.45
215063,2025-11-26,Direct,45.45,0,0,0,0,45.45
215062,2025-11-26,Direct,81.35,0,0,0,0,81.35
215061,2025-11-26,Direct,143.08,0,0,0,0,143.08
215060,2025-11-26,Direct,194.79,0,0,0,0,194.79
215059,2025-11-26,Adwords,90.9,0,0,0,9.09,99.99
215058,2025-11-26,Direct,90.9,0,0,0,0,90.9
215057,2025-11-26,Search,38.12,0,5,7.23,4.08,44.88
215055,2025-11-26,Direct,45.45,0,0,0,0,45.45
215054,2025-11-26,Direct,136.35,0,0,0,0,136.35
215053,2025-11-26,Direct,28.55,0,0,7.23,3.58,39.36
215052,2025-11-26,Direct,125.52,0,0,0,12.55,138.07
215051,2025-11-26,Adwords,38.12,0,0,7.23,4.54,49.89
215050,2025-11-26,Direct,221.19,0,0,0,0,221.19
215049,2025-11-26,"Campaign (UTM)",97.24,0,0,0,9.72,106.96
215048,2025-11-26,Direct,97.62,0,0,0,0,97.62
215047,2025-11-26,Direct,97.62,0,0,0,0,97.62
215046,2025-11-26,"Campaign (UTM)",11.31,11.31,0,0,0,0
215045,2025-11-26,Direct,97.62,0,0,0,0,97.62
215044,2025-11-26,Direct,45.45,0,0,0,0,45.45
215043,2025-11-26,Direct,45.45,0,0,0,0,45.45
215042,2025-11-26,Adwords,148.08,0,0,0,14.81,162.89
215041,2025-11-26,"Campaign (UTM)",11.31,11.31,0,0,0,0
215040,2025-11-26,"Campaign (UTM)",11.31,11.31,0,0,0,0
215039,2025-11-26,Direct,194.79,0,0,0,0,194.79
215038,2025-11-26,Direct,175.74,0,0,0,0,175.74
215037,2025-11-26,Direct,324.65,0,0,0,0,324.65
215036,2025-11-26,Direct,81.35,0,0,0,0,81.35
215035,2025-11-26,Direct,45.45,0,0,0,0,45.45
215034,2025-11-26,"Campaign (UTM)",11.31,11.31,0,0,0,0
215033,2025-11-26,"Campaign (UTM)",56.57,0,0,7.95,0,64.52
215032,2025-11-26,"Campaign (UTM)",129.03,0,5,0,12.45,136.93
215031,2025-11-26,Adwords,90.9,0,0,0,9.09,99.99
215030,2025-11-26,"Campaign (UTM)",56.46,0,0,7.23,6.38,70.07
215028,2025-11-26,Referrer,81.26,0,0,7.23,8.85,97.34
215027,2025-11-26,"Campaign (UTM)",11.31,11.31,0,0,0,0
215026,2025-11-26,"Campaign (UTM)",90.38,0,0,0,7.24,97.62
215025,2025-11-26,"Campaign (UTM)",52.11,0,0,10.26,0,62.37
215024,2025-11-26,Direct,95.45,0,0,0,9.55,105
215023,2025-11-26,Direct,162.72,0,0,0,0,162.72
215022,2025-11-26,Direct,162.72,0,0,0,0,162.72
215021,2025-11-26,Search,486.57,0,0,0,0,486.57
215020,2025-11-26,Direct,175.74,0,0,0,0,175.74
215019,2025-11-26,Direct,45.45,0,0,0,0,45.45
215018,2025-11-26,Direct,45.45,0,0,0,0,45.45
215017,2025-11-26,Direct,221.19,0,0,0,0,221.19
215016,2025-11-26,Direct,175.74,0,0,0,0,175.74
215015,2025-11-26,Direct,45.45,0,0,0,0,45.45
215014,2025-11-26,Direct,324.65,0,0,0,0,324.65
215013,2025-11-26,Direct,45.45,0,0,0,0,45.45
215012,2025-11-26,Direct,175.74,0,0,0,0,175.74
215011,2025-11-26,Direct,175.74,0,0,0,0,175.74
215010,2025-11-26,Direct,23.78,0,0,7.95,0,31.73
215009,2025-11-26,Adwords,90.9,0,5,0,8.64,94.99
215008,2025-11-26,"Campaign (UTM)",102.8,0,0,0,0,102.8
215006,2025-11-26,Direct,42.09,0,10.28,10.26,0,42.07
215005,2025-11-26,Referrer,15.55,0,0,6.15,0,21.69
215004,2025-11-26,Adwords,80.02,0,0,0,8,88.02
215003,2025-11-26,"Campaign (UTM)",14.33,14.33,0,0,0,0
215001,2025-11-26,Direct,97.62,0,0,0,0,97.62
215000,2025-11-26,Direct,25.72,14.33,0,0,0,11.39
214999,2025-11-26,Direct,66.61,0,0,7.95,0,74.56
214998,2025-11-26,Direct,97.62,0,0,0,0,97.62
214997,2025-11-26,Adwords,102.8,0,10.28,0,0,92.51
214996,2025-11-26,Direct,97.62,0,0,0,0,97.62
214995,2025-11-26,Adwords,84.19,0,0,10.26,0,94.45
214994,2025-11-26,"Campaign (UTM)",97.62,0,0,0,0,97.62
214993,2025-11-26,Direct,97.62,0,0,0,0,97.62
214992,2025-11-26,Direct,57.18,0,0,7.23,6.44,70.85
214991,2025-11-25,"Campaign (UTM)",71.77,0,0,7.23,7.89,86.89
214990,2025-11-25,"Campaign (UTM)",102.8,0,0,0,0,102.8
214989,2025-11-25,"Campaign (UTM)",52.71,0,0,7.23,5.98,65.92
214988,2025-11-25,Referrer,42.09,0,0,10.26,0,52.35
