Price List ID,Price List Name,Currency,SKU,Product ID,Variant ID,Price,Sale Price,Retail Price,Bulk Pricing
1,Price List,aud,9781742150499,172,112,15.95,,15.95,
1,Price List,cad,9781742150499,172,112,14.95,,14.95,
1,Price List,aud,9781742152905,173,113,10.95,,10.95,
1,Price List,aud,9781742153308,174,114,12.95,,12.95,
1,Price List,aud,9781742153070,177,116,9.95,,9.95,
1,Price List,aud,9781760200855,178,117,29.95,,29.95,
1,Price List,aud,9781742153216,180,119,12.95,,12.95,
1,Price List,aud,9781742153339,181,120,12.95,,12.95,
1,Price List,aud,9781742153087,183,122,9.95,,9.95,
1,Price List,aud,9781760200862,184,123,29.95,,29.95,
1,Price List,aud,9781742153223,186,125,12.95,,12.95,
1,Price List,aud,9781742153322,187,126,12.95,,12.95,
1,Price List,aud,9781742153094,189,128,9.95,,9.95,
1,Price List,aud,9781742152134,190,129,10.95,,10.95,
1,Price List,aud,9781760200879,191,130,29.95,,29.95,
1,Price List,aud,9781742153230,192,131,12.95,,12.95,
